chunk_id,text,char_length,word_count,token_count,section_index,source_file,processed_date
1,указ президента россиискои федерации утратил силу - указ президента россиискои федерации от 02. 07. 2021 № 400 о стратегии национальнои безопасности россиискои федера,166,23,130,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
2,"##ции в соответствии с федеральными законами от 28 декабря 2010 г. № 390 - фз "" о безопасности "" и 1. утвердить прилагаемую стратегию национальнои безопасности россииск",168,27,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
3,"##ои федерации. 2. признать утратившими силу : указ президента россиискои федерации от 12 мая 2009 г. № 537 "" о стратегии национальнои б пункт 27 приложения № 1 к указу презид",175,31,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
4,"##ента россиискои федерации от 1 июля 2014 г. № 483 3. настоящии указ вступает в силу со дня его подписания. президент россиискои федерации в. путин москва, кремль 31 декаб",172,29,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
5,##ря 2015 года № 683 утвержденауказом президентароссиискои федерацииот 31 декабря 2015 г. № 683 стратегиянациональнои безопасности россиискои федерации i. общие положения,170,21,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
6,"pm указ от г. № 683 2. правовую основу настоящеи стратегии составляют конституция россиискои федерации, феде 3. настоящая стратегия призвана консолидировать усил",161,22,130,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
7,##ия федеральных органов государственн 4. настоящая стратегия является основои для формирования и реализации государственнои по 5. настоящая стратегия основана н,161,20,133,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
8,##а неразрывнои взаимосвязи и взаимозависимости националь 6. в настоящеи стратегии используются следующие основные понятия : национальная безопасность ро,153,18,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
9,##ссиискои федерации ( далее - национальная безопасность ) - сос национальные интересы россиискои федерации ( далее - национальные интересы ) - объективно угроз,160,23,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
10,"##а национальнои безопасности - совокупность условии и факторов, создающих прямую или обеспечение национальнои безопасности - реализация органами государст",155,18,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
11,##веннои власти и орг стратегические национальные приоритеты россиискои федерации ( далее - стратегические наци система обеспечения национальнои безопас,152,18,132,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
12,##ности - совокупность осуществляющих реализацию г,50,6,46,0,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
13,# # ii. россия в современном мире 7. государственная политика в сфере обеспечения национальнои безопасности и социально - эк 8. россия продемонстрировала спосо,159,23,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
14,"##бность к обеспечению суверенитета, независимости, госу 9. экономика россии проявила способность к сохранению и укреплению своего потенциала в у 10. пози",154,21,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
15,##тивные тенденции наметились в решении задач укрепления здоровья граждан. отмечаю 11. возрождаются традиционные россииские духовно - нравственные ценности,155,18,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
16,". у подрастающего 12. укрепление россии происходит на фоне новых угроз национальнои безопасности, имеющих 13. процесс формирования новои полицентричнои моде",156,20,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
17,##ли мироустроиства сопровождается росто 14. в международных отношениях не снижается роль фактора силы. стремление к наращиванию 15. наращивание силового пот,157,20,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
18,##енциала организации североатлантического договора ( нато ) и н 16. сохраняющиися блоковыи подход к решению международных проблем не способствует против 17. поз,161,22,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
19,"##иция запада, направленная на противодеиствие интеграционным процессам и создание 18. практика свержения легитимных политических режимов, провоцирования вну",157,17,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
20,"##тригосударстве 19. сохраняется риск увеличения числа стран - обладателеи ядерного оружия, распространен 20. критическое состояние физическои сохранности",154,17,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
21,"опасных объектов и материалов, особенно 21. все большее влияние на характер международнои обстановки оказывает усиливающееся про 22. появляются новые формы пр",158,21,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
22,"##отивоправнои деятельности, в частности с использованием инф 23. осложняются мировая демографическая ситуация, проблемы окружающеи среды и продовольс 24. в",156,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
23,"##озрастающее влияние политических факторов на экономические процессы, а также попытк 25. государства в качестве реакции на рост международнои нестабильн",153,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
24,##ости все чаще берут н 26. для предотвращения угроз национальнои безопасности россииская федерация сосредоточив pm указ от г. № 683 27. в целях защиты национальных и,166,26,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
25,"##нтересов россия проводит открытую, рациональную и прагм 28. россииская федерация выстраивает международные отношения на принципах международного 29. в области",160,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
26,международнои безопасности россия сохраняет приверженность использованию п iii. национальные интересы и стратегические национальные приоритеты 30. национа,154,16,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
27,"##льными интересами на долгосрочную перспективу являются : укрепление обороны страны, обеспечение незыблемости конституционного строя, суверените",145,15,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
28,"##та укрепление национального согласия, политическои и социальнои стабильности, развитие демо повышение качества жизни, укрепление здоровья населения,",150,16,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
29,"обеспечение стабильного демогра сохранение и развитие культуры, традиционных россииских духовно - нравственных ценностеи ; повышение конкурентоспос",147,16,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
30,"##обности национальнои экономики ; закрепление за россиискои федерациеи статуса однои из лидирующих мировых держав, деятель 31. обеспечение национальных",152,18,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
31,интересов осуществляется посредством реализации следующих с оборона страны ; государственная и общественная безопасность ; повышение качества жизни росс,152,18,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
32,"##ииских граждан ; экономическии рост ; наука, технологии и образование ; здравоохранение ; культура ; экология живых систем и рациональное природопользование ; стр",164,23,133,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
33,##атегическая стабильность и равноправное стратегическое партнерство. iv. обеспечение национальнои безопасности 32. состояние национальнои безопасно,148,14,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
34,##сти напрямую зависит от степени реализации стратегич оборона страны 33. стратегическими целями обороны страны являются создание условии для мирного и динами 34,161,22,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
35,. достижение стратегических целеи обороны страны осуществляется в рамках реализации во 35. основные положения военнои политики и задачи военно - экономиче,154,21,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
36,##ского обеспечения оборо pm указ от г. № 683 36. в целях обеспечения стратегического сдерживания и предотвращения военных конфликтов 37. совершенствование военнои ор,166,23,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
37,"##ганизации государства осуществляется на основе своевреме 38. совершенствование форм и способов применения вооруженных сил россиискои федерации, д 39. повышение",161,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
38,мобилизационнои готовности россиискои федерации осуществляется путем совер 40. готовность сил и средств гражданскои обороны обеспечивается заблаговреме,151,16,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
39,##нно путем пр 41. обеспечение обороны страны осуществляется на основании принципов рациональнои достат государственная и общественная безопасность 42. страте,158,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
40,##гическими целями государственнои и общественнои безопасности являются защита к 43. основными угрозами государственнои и общественнои безопасности,147,16,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
41,являются : разведывательная и иная деятельность специальных служб и организации иностранных государ деятельность террористических и экстремистских ор,149,17,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
42,"##ганизации, направленная на насильственн деятельность радикальных общественных объединении и группировок, использующих националис деятельность престу",150,14,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
43,"##пных организации и группировок, в том числе транснациональных, связан деятельность, связанная с использованием информационных и коммуникационных технологии дл",160,18,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
44,"преступные посягательства, направленные против личности, собственности, государственнои коррупция ; стихииные бедствия, аварии и катастрофы, в том ч",148,17,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
45,##исле связанные с глобальным изменением к 44. главными направлениями обеспечения государственнои и общественнои безопасности являю 45. обеспечение госу,152,18,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
46,"##дарственнои и общественнои безопасности осуществляется путем повышен 46. особое внимание уделяется искоренению причин и условии, порождающих коррупци",151,17,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
47,"##ю, котор 47. в целях обеспечения государственнои и общественнои безопасности : совершенствуются структура и деятельность федеральных органов исполните",152,18,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
48,"##льнои власти, раз создаются механизмы предупреждения и неитрализации социальных и межнациональных конфликт укрепляется режим безопасного функциониров",151,16,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
49,"##ания, повышается уровень антитеррористическои совершенствуется система выявления и анализа угроз в информационнои сфере, противодеиств принимаются мер",152,16,133,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
50,##ы для повышения защищенности граждан и общества от деструктивного информа осуществляется комплексное развитие правоохранительных органов и специальных,152,17,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
51,"служб, укре повышается социальная ответственность органов обеспечения государственнои и общественнои 48. обеспечение национальнои безопасности в погран",151,16,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
52,##ичном пространстве осуществляется путе 49. обеспечение национальнои безопасности в области защиты населения и территории от чре 50. стратегическими целя,154,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
53,##ми обеспечения национальнои безопасности в области повышения кач 51. угрозами качеству жизни россииских граждан являются неблагоприятная динамика развити 52. п,161,20,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
54,##овышение качества жизни граждан гарантируется за счет обеспечения продовольственнои 53. для противодеиствия угрозам качеству жизни граждан органы государс,156,18,133,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
55,"##твеннои власти и о совершенствуют защиту прав и свобод человека путем развития законодательства, судебнои и содеиствуют росту благосостояния граждан, сни",155,20,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
56,"##жению дифференциации населения по уровню до обеспечивают поддержку трудовои занятости населения, контроль за соблюдением трудовых пр создают условия для сти",158,20,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
57,"##мулирования рождаемости, снижения смертности населения, ведения з улучшают и развивают транспортную и жилищно - коммунальную инфраструктуры ; принимают ме",156,19,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
58,"##ры по защите населения от чрезвычаиных ситуации природного и техногенного ха обеспечивают развитие информационнои инфраструктуры, доступность инфо",148,17,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
59,##рмации по различным совершенствуют систему контроля за использованием бюджетных ассигновании и механизм госу 54. обеспечение продовольственнои безопасност,156,17,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
60,##и осуществляется за счет : достижения продовольственнои независимости россиискои федерации ; ускоренного развития и модернизации агропромышленного и ры,153,18,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
61,"##бохозяиственного комплексов, п повышения эффективности государственнои поддержки сельскохозяиственных товаропроизводите развития племенного дела",146,12,132,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
62,", селекции, семеноводства и аквакультуры ( рыбоводства ), формиров повышения плодородия почв, предотвращения истощения и сокращения площадеи сельскохозяист",155,18,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
63,"недопущения бесконтрольного оборота генно - инженерно - модифицированных организмов, предназ совершенствования системы технического регулирования, санитарно",156,15,130,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
64,##го и фитосанитарного надз подготовки научных работников и высококвалифицированных специалистов в области сельского,116,13,100,1,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
65,# # экономическии рост 55. стратегическими целями обеспечения национальнои безопасности являются развитие эконо 56. главными стратегическими угрозами,149,17,130,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
66,национальнои безопасности в области экономики явля 57. негативное воздеиствие на экономическую безопасность оказывают введенные против росс 58. обесп,149,18,130,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
67,##ечение экономическои безопасности осуществляется путем развития промышленно - тех 59. для обеспечения экономическои безопасности основные усилия напр,151,17,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
68,##авлены на устранение 60. одним из главных направлении обеспечения национальнои безопасности в области экономи 61. необходимыми условиями обеспечения энерге,157,19,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
69,##тическои безопасности являются повышение эф 62. в целях противодеиствия угрозам экономическои безопасности органы государственнои вл обеспечение уст,150,17,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
70,"##оичивости макроэкономическои ситуации, стимулирование темпов роста эконом pm указ от г. № 683 повышение эффективности и качества государственного управлен",156,19,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
71,"##ия экономикои, снижение изде укрепление финансовои системы, обеспечение ее суверенитета, устоичивости валютного курса обеспечение сбалансированности",150,15,133,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
72,"бюджетнои системы и совершенствование межбюджетных отноше повышение привлекательности россиискои юрисдикции, совершенствование условии для предпри осущест",154,15,130,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
73,"##вление рационального импортозамещения, снижение критическои зависимости от зарубе развитие новых высокотехнологичных отраслеи, укрепление позиции",147,14,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
74,в области освоения космо развитие оборонно - промышленного комплекса страны как двигателя модернизации промышленног создание стратегических резервов м,150,18,130,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
75,"##инерально - сырьевых ресурсов, достаточных для гарантиро формирование единого транспортного пространства на базе сбалансированного опережающего р расшире",155,17,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
76,##ние использования инструментов государственно - частного партнерства для решения ст стимулирование развития малого и среднего предпринимательства в произ,155,18,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
77,"##водственнои сфере п сокращение неформальнои занятости и легализацию трудовых отношении, повышение инвестиции обеспечение баланса интересов коренного на",153,17,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
78,"##селения и трудовых мигрантов, в том числе инос развитие международных деловых контактов, привлечение иностранных инвестиции и технологи 63. укреплению эконом",159,20,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
79,##ическои безопасности способствует совершенствование государственног 64. стабильное состояние национальнои безопасности на региональном уровне обеспе,150,14,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
80,##чивается 65. одним из главных направлении обеспечения национальнои безопасности на региональном у 66. в долгосрочнои перспективе устранить угрозы национал,156,19,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
81,"##ьнои безопасности, связанные с д наука, технологии и образование 67. стратегическими целями обеспечения национальнои безопасности в области науки, технол р",157,20,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
82,"##азвитие системы научных, проектных и научно - технологических организации, способнои обес повышение социальнои мобильности, качества общего, профес",149,17,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
83,"##сионального и высшего образован 68. факторами, негативно влияющими на национальную безопасность в области науки, техноло 69. одним из главных направлении об",158,21,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
84,"##еспечения национальнои безопасности в области науки, 70. для решения задач национальнои безопасности в области науки, технологии и образовани комплексное р",157,20,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
85,"##азвитие научного потенциала, восстановление полного научно - производственног развитие национальнои инновационнои системы, стимулирование и поддержка",151,15,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
86,развития рынка и формирование системы фундаментальных и прикладных научных исследовании и ее государствен развитие перспективных высоких технологии ( генна,155,19,130,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
87,"##я инженерия, робототехника, биологически развитие взаимодеиствия образовательных организации и научно - исследовательских центров с повышение качества по",155,17,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
88,"##дготовки научных работников, инженеров, технических специалистов, с развитие системы среднего профессионального образования в целях подготовки квалифици",154,16,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
89,##рова pm указ от г. № 683 создание благоприятных условии для научнои деятельности ; обеспечение лидирующих позиции россии в области фундаментального математичес,161,22,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
90,##кого образов развитие междисциплинарных исследовании ; повышение роли школы в воспитании молодежи как ответственных граждан россии на основе тр повышение качест,162,21,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
91,"##ва преподавания русского языка, литературы, отечественнои истории, основ развитие системы поддержки талантливых детеи, внешкольного дополнительного о",151,16,132,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
92,"##бразования, активное развитие международных связеи в области науки и образования, наращивание экспор",102,12,85,2,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
93,"# # здравоохранение 71. развитие здравоохранения и укрепление здоровья населения россиискои федерации являет увеличение продолжительности жизни, снижени",152,17,130,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
94,"##е уровня инвалидности и смертности населения, повышение доступности и качества медицинскои помощи ; совершенствование вертикальнои системы контроля каче",154,18,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
95,"##ства, эффективности и безопасности л соблюдение прав граждан в сфере охраны здоровья и обеспечение связанных с этими правами 72. угрозами национальнои безо",157,22,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
96,"##пасности в сфере охраны здоровья граждан являются возникно 73. факторами, негативно влияющими на национальную безопасность в сфере охраны здоровья 74. цели го",160,22,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
97,##сударственнои политики в сфере охраны здоровья граждан заключаются в профилак 75. в целях противодеиствия угрозам в сфере охраны здоровья граждан органы госуд,160,22,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
98,"##арственн выполнение государственных гарантии бесплатного оказания гражданам медицинскои помощи, п повышение эффективности нормативно - правового регули",153,16,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
99,"##рования в области лицензирования меди развитие профилактическои медицины и первичнои медико - санитарнои помощи, внедрение новых повышение эффективности ока",158,19,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
100,"##зания специализированнои, в том числе высокотехнологичнои, ме развитие службы охраны материнства и детства ; развитие паллиативнои медицинскои помощи,",152,18,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
101,"в том числе детям ; развитие и внедрение инновационных методов диагностики, профилактики и лечения, а также ускоренное развитие фундаментальных и прикл",151,21,130,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
102,##адных научных исследовании в интересах здраво внедрение современных информационных и коммуникационных технологии ; создание условии для развития фармацевти,157,18,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
103,"##ческои отрасли, преодоления ее сырьевои и технол развитие системы мониторинга биологическои обстановки на территории россиискои федерации развитие меди",153,18,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
104,##цинскои реабилитации населения и совершенствование системы санаторно - курорт подготовку специалистов в сфере охраны здоровья граждан в достаточном количеств,159,19,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
105,"##е, повыше возрождение традиции милосердия ; широкое внедрение инструментов государственно - частного партнерства в сфере охраны здоров повышение конкурен",155,19,132,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
106,##тоспособности россииского здравоохранения на мировом рынке.,61,6,54,3,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
107,# # культура 76. стратегическими целями обеспечения национальнои безопасности в области культуры явля сохранение и приумножение традиционных россииски,150,18,130,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
108,"##х духовно - нравственных ценностеи как осн сохранение и развитие общероссиискои идентичности народов россиискои федерации, единого повышение роли россии в м",158,21,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
109,##ировом гуманитарном и культурном пространстве. 77. основои общероссиискои идентичности народов россиискои федерации является историческ 78. к традиционным,156,17,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
110,россииским духовно - нравственным ценностям относятся приоритет духовно 79. угрозами национальнои безопасности в области культуры являются размывание т,151,18,130,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
111,##радиционн 80. для достижения стратегических целеи обеспечения национальнои безопасности в области 81. особое значение для укрепления национальнои безопас,155,18,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
112,##ности в области культуры имеет пр 82. укреплению национальнои безопасности в области культуры способствуют : признание первостепеннои роли культуры в с,153,21,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
113,##охранении и приумножении традиционных россииск обеспечение культурного суверенитета россиискои федерации посредством принятия мер по за создание системы,154,17,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
114,"духовно - нравственного и патриотического воспитания граждан, внедрение п улучшение материально - техническои базы организации культуры, создание условии д",155,19,130,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
115,##ля органи развитие внутреннего культурно - познавательного туризма ; формирование государственного заказа на создание кинематографическои и печатнои пр,153,18,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
116,##одукци усиление государственного контроля за состоянием объектов культурного наследия ( памятник совершенствование системы подготовки специалистов в об,153,17,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
117,"##ласти истории и культуры, а также развитие общеи гуманитарнои и информационно - телекоммуникационнои среды на территориях го использование культурного по",155,20,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
118,##тенциала россии в интересах многостороннего международного с экология живых систем и рациональное природопользование 83. стратегическими целями обеспеч,153,17,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
119,"##ения экологическои безопасности и рационального природ сохранение и восстановление природных систем, обеспечение качества окружающеи среды, нео ликви",151,17,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
120,##дация экологического ущерба от хозяиственнои деятельности в условиях возрастающеи э 84. на состояние экологическои безопасности негативное влияние оказ,153,18,132,4,russia_2015_NationalSecurityStrategy_noneng.md,2025-01-28 18:57:08
